course_title,content_duration,price
Learn Photoshop CC Essentials,4.5,75.0
Mastering Thymeleaf with Spring,4.5,75.0
"Web Scraping with Python, Ruby & import. io",4.5,75.0
Bookkeeping Basics:  Understand the Fundamentals,4.5,75.0
Vue JS - Mastering Web Apps,4.5,80.0
Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,4.5,85.0
Make Your Own Ukulele,4.5,85.0
Forex Trading,4.5,95.0
Pimcore Developer: Implement a Blog from a Bootstrap Theme,4.5,95.0
Classical Guitar Essentials - The Basics Part 2,4.5,95.0
Beginner Guitar Essentials,4.5,95.0
Reach Your Personal Financial Goals the Easy Way (2017 UK),4.5,95.0
JavaScript High Performance,4.5,95.0
Create A Custom Responsive WordPress Website For A Client,4.5,95.0
Step by Step Classical Guitar Course,4.5,100.0
Gestão Financeira Para Pequenas e Médias Empresas,4.5,115.0
The Complete Guide to Professional Trading with Elliott Wave,4.5,115.0
Professional RESTful API Design using Python Flask,4.5,120.0
Comprehensive TypeScript,4.5,125.0
Introduction to Frontend Web Development For  Beginners,4.5,145.0
Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),4.5,150.0
InDesign: Diseño de proyectos paso a paso,4.5,150.0
Wordpress for Non-Technical People,4.5,150.0
Illustrator CC 2016 Power Workshops (Deutsch),4.5,150.0
Playing Piano By Ear: Complete Guide for Aspiring Musicians,4.5,150.0
Stock Trading Ninja: Complete System For Trading Success,4.5,155.0
Curso de piano 101 - Tocando partituras y acordes -,4.5,170.0
Learn Basics of South Indian Carnatic Flute - Level 2,4.5,180.0
JavaScript Tutorial,4.5,180.0
Option Spreads and Credit Spreads Bundle,4.5,180.0
The Complete HTML5 & CSS3 Course Build Professional Websites,4.5,195.0
Learn Ruby on Rails for Absolute Beginners,4.5,195.0
Forex Basics: Learn how to read and analyze Forex charts,4.5,195.0
How to create flat design icons in 15 minutes in Illustrator,4.5,195.0
Most Wanted Flat Design Techniques,4.5,195.0
Forex Trading Like Banks – Step by Step with Live Examples,4.5,195.0
Master the MEAN Stack - Learn By Example,4.5,195.0
The Complete Value Investing Course: A Proven Approach,4.5,200.0
The Truths about (in)secure Retirement,4.5,200.0
Stock Options Day Trading Mindset for Success,4.5,200.0
Learning Path: Akka: Building Applications and Microservices,4.5,200.0
Build a Business or Personal Website Using Wordpress,4.5,200.0
Dynamic JavaScript Master Class AJAX JSON Simple APIs,4.5,200.0
The Complete Canva Course,4.5,200.0
"Introduction to Finance, Accounting, Modeling and Valuation",4.5,200.0
Investing 101: The Complete Online Investing Course,4.5,200.0
Financial Modeling for Professionals in 1 Day!,4.5,200.0
Investing: How I Consistently Beat The Stock Market,4.5,200.0
PSD To a Creative Landing Page Using Twitter Bootstrap 3,4.0,0.0
Create a Powerful Website with the Cool Bootstrap Framework,4.0,0.0
Getting Started with Playing Guitar,4.0,0.0
"IAS37 - Provisions, Contingents Liabilities & Assets",4.0,0.0
"Beginner Violin 101: Care, Maintenance, and the Right Gear",4.0,0.0
Options Trading Essentials: The ULTIMATE Guides,4.0,0.0
Beginner Piano,4.0,20.0
WordPress for Beginners - Tutorial - From Novice to Know-How,4.0,20.0
How To Make A Business Website In 1 Day With Wix FAST & EASY,4.0,20.0
Learn and Earn with HTML & CSS,4.0,20.0
Financial Accounting Made Easy for All,4.0,20.0
Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,4.0,20.0
How to draw Caricatures,4.0,20.0
Crie seu Cartão de Visita no CorelDRAW X8,4.0,20.0
"JavaScript, jQuery and Ajax",4.0,20.0
Curso de Maya 3D,4.0,20.0
Angular 2 Jump Start With Typescript,4.0,20.0
HTML Tutorial: HTML & CSS for Beginners,4.0,20.0
Build Sign Up and Login Forms With Bootstrap Modal,4.0,20.0
Aprende Photoshop con Ejercicios Prácticos.,4.0,20.0
Economics - CFA Level 1 - 2014,4.0,20.0
Design Beautiful & Professional Ebooks Using FREE Software,4.0,20.0
資産運用の基礎を学ぶファイナンス入門,4.0,20.0
Create Professional Character Designs in Photoshop,4.0,20.0
Build A Weather App With Ajax Using Open Weather Map API,4.0,20.0
Start-up financial modeling for non-finance professionals,4.0,20.0
"Build a Real Time web app in node.js , Angular.js, mongoDB",4.0,20.0
jQuery for Beginners,4.0,20.0
WordPress 2016 for Beginners : Build awesome websites!,4.0,20.0
Apple Watch Design,4.0,20.0
Intro To HTML & CSS: Web Development For Beginners,4.0,20.0
Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,4.0,20.0
Hands-On Guitar: The Beginner's Guide,4.0,20.0
Tradeonomics - Four Steps to Mastering Economic Indicators,4.0,20.0
Learn How to Trade The Stock Market,4.0,20.0
Corel Draw X7: Mão na Massa,4.0,25.0
Start Trading Stocks Using Technical Analysis!,4.0,25.0
"WordPress Development With NodeJS, Gulp, Composer & More",4.0,25.0
Flamenco Guitar,4.0,25.0
FOREX Currency Trading For Beginners,4.0,25.0
Bitcoin Investing: The Complete Buy & Hold Strategy,4.0,25.0
Photoshop - Como criar Fusão de forma profissional,4.0,30.0
Hands-on Financial Modeling (With 6 Excel Templates),4.0,30.0
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,4.0,30.0
Adobe Illustrator CC Beginner,4.0,30.0
Aprende a Ganar Dinero en la Bolsa,4.0,30.0
Basics of Business Finance,4.0,30.0
Digital Painting for Cartoon Characters,4.0,30.0
Motion Graphic With After Effect From Scratch in 5 Hours,4.0,30.0
CFA Level 1 - Derivatives,4.0,30.0
Web Development Tools the Pros Use: Code Productivity Hacks,4.0,30.0
Learn to Trade With Fibonacci Tools,4.0,30.0
Curso de batería online de Patricio Iglesias (Santa Sabina),4.0,35.0
６時間でインターバンク市場を攻略！最短距離でトレード基礎力,4.0,35.0
Ruby on Rails for Complete Beginners,4.0,35.0
6 Must Know Tricks to Successful Solos,4.0,35.0
The Complete TypeScript Programming Guide for Web Developers,4.0,40.0
The Complete Web Development Tutorial Using React and Redux,4.0,40.0
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,4.0,40.0
Piano Lesson Variety,4.0,40.0
First Web Application with Spring Boot,4.0,40.0
"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",4.0,40.0
Creative logo design with Inkscape for free,4.0,40.0
World Percussion: Complete Lessons for Everyone,4.0,40.0
Inkscape For Beginners 2016/2017,4.0,40.0
HTML & CSS for beginners: Build 3 projects from scratch,4.0,40.0
How To Make A Wordpress Website 2017 | Divi Theme Tutorial,4.0,40.0
Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,4.0,40.0
Learn Laravel: Create Your Web App Step-By-Step,4.0,45.0
Learn Flute FAST!,4.0,45.0
React.js Quickly: Developing Scalable Web User Interfaces,4.0,50.0
Advanced Oboe Studies - Become a Master Oboist!​,4.0,50.0
Advanced Accounting for Investment Banking,4.0,50.0
Case Studies in Macro Economics,4.0,50.0
Create a business website with WordPress,4.0,50.0
Capital Market Road Map,4.0,50.0
Advanced Saxophone Studies - Learn to Master the Saxophone!,4.0,50.0
Aprende a tocar el piano desde cero,4.0,50.0
Make Logo design pay with illustrator in less than a day,4.0,50.0
Business Economics - Basics (College Level),4.0,50.0
Read financial statements like a pro,4.0,50.0
Bitcoin For Beginners,4.0,50.0
Practical Trading on Financial Futures & Options Markets,4.0,50.0
Advanced Trumpet Studies - Learn to Master the Trumpet!​,4.0,50.0
Tumult Hype Pro Basics: HTML5 Animations Made Easier,4.0,50.0
The Securities Trade Lifecycle,4.0,50.0
Aprender a tocar la batería sin salir de casa,4.0,50.0
Web Programming with Python,4.0,50.0
BITCOIN VISUALLY. Part I.,4.0,50.0
From 0 to 1: Bond Theory and Valuation,4.0,50.0
React: Learn ReactJS Fundamentals for Front-End Developers,4.0,55.0
Dividend Investing: Build Your Portfolio for a Better Future,4.0,60.0
Sara Learns to Code.  Making an App from Scratch,4.0,60.0
画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,4.0,65.0
Piano for Kids: Developing Your Child's Creative Abilities,4.0,65.0
Crowdfunding for Filmmakers,4.0,65.0
Piano Lessons for Beginners: Play the Piano AND Read Music!,4.0,70.0
Your First Course on Piano,4.0,70.0
Learn How To Build A Professional Web Site By Using Joomla,4.0,70.0
Play Piano Today - Easy Festive Favorites & Piano Party Hits,4.0,75.0
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,4.0,75.0
Aprende desde cero a operar el mercado de divisas FOREX,4.0,90.0
Responsive PHP Registration Form: From Scratch,4.0,95.0
Mastering JavaScript,4.0,95.0
Piano Lessons For Beginners,4.0,95.0
Spielend Klavier lernen mit Freude und Erfolg,4.0,100.0
Angular 2 Crash Course with TypeScript,4.0,100.0
JQuery Essentials core training for Dynamic Interactive web,4.0,100.0
Play Piano To-day! - Beginner Piano Lessons For Busy People!,4.0,100.0
30 Day Guitar Jump Start for Success,4.0,105.0
Legal Accounting,4.0,110.0
Learn React JS from scratch,4.0,115.0
Trading for everyone - The Independent Investor Course I,4.0,120.0
Step-by-step HTML and CSS for Absolute Beginners,4.0,120.0
Your Own Site in 45 Min: The Complete Wordpress Course,4.0,120.0
Sketchbook Pro for Beginners,4.0,125.0
Learn Symfony 3 framework by practical examples,4.0,125.0
Forex Trading MAKE YOUR FIRST TRADE TODAY!,4.0,150.0
Learn basics of South Indian Carnatic Flute Step by Step ,4.0,150.0
Django For Beginners,4.0,175.0
Book Covers and Graphic Design with PowerPoint 2013/2016/365,4.0,195.0
The Complete Sass & SCSS Course: From Beginner to Advanced,4.0,195.0
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",4.0,195.0
The Complete PHP CodeIgniter Course: Beginner To Advanced,4.0,195.0
Become PHP Facebook Developer: Password-Less Authentication,4.0,195.0
JavaScript for beginners with live examples,4.0,195.0
Angular JS Essentials,4.0,195.0
The Complete JavaScript Course For Web Development Beginners,4.0,195.0
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,4.0,195.0
Complete JavaScript Course for Beginners with Easy Examples,4.0,200.0
Complete Login and Registration System in PHP and MYSQL,4.0,200.0
The Complete Chart Pattern Trading Course: A Proven Approach,4.0,200.0
Forex Traders - Create Your First Trading Robot. No Coding!,4.0,200.0
PHP User Login Registration Script With All Features,4.0,200.0
Acoustic Fingerstyle Guitar Course: Beginner to Advanced,4.0,200.0
Learning Path: Web Applications with Spring and Angular,4.0,200.0
Strategy layout and Backtesting,4.0,200.0
Trade Forex 13 Patterns - Golden Ratios Secret Revealed,4.0,200.0
WP Plugin Development - Build your own plugin!,4.0,200.0
Shopping Cart Website from Scratch Ecommerce,4.0,200.0
Forex Trading : Power Of Moving Averages,4.0,200.0
What Finance Job is for You? Explanation of 14 Finance Roles,4.0,200.0
Beginner Guitar Method,4.0,200.0
[Value Investing] Where White People Keep Their Money,4.0,200.0
Photoshop & Illustrator CC Essentials in Arabic,3.5,0.0
Forex Basics,3.5,0.0
ブルースギター入門,3.5,0.0
Learn what's new in PHP 7,3.5,0.0
Introductory Forex Trading Course,3.5,0.0
Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,3.5,0.0
Learn how to quickly build websites using Wordpress,3.5,0.0
The 80/20 Guitar: Write Music and Play Guitar in 30 Days,3.5,0.0
Learn to Setup Websites from Scratch,3.5,0.0
React vs Angular vs Vue.js by Example,3.5,0.0
Coding for Entrepreneurs Basic,3.5,0.0
Easy Guitar Songwriting And Harmony,3.5,20.0
こどもギターレッスン　リトルギタリストⅡ,3.5,20.0
jQuery Essentials: Learn the Fundamental of jQuery,3.5,20.0
Automate Web Development With Gulp JS,3.5,20.0
How To Build A Website From Scratch + Blogging Blueprint,3.5,20.0
ChalkTalk: Financial Accounting,3.5,20.0
Logo Design for Entrepreneurs ,3.5,20.0
Photoshop - Revelando os segredos das Fusões,3.5,20.0
iPhone icons gone awesome,3.5,20.0
Angular 2 Demystified,3.5,20.0
Make Patterns in Illustrator,3.5,20.0
ASP.NET C# - Enterprise Web Systems From Novice to Expert,3.5,20.0
Learn Oud 1 (No Prior Music Knowledge Required!),3.5,20.0
Small Business and Managerial Accounting Training Tutorial,3.5,20.0
Learn Adobe Photoshop from scratch to professional,3.5,20.0
A Guide to Analog Synths: For the modern EDM enthusiast.,3.5,20.0
Alternate Picking Speed & Accuracy,3.5,20.0
Drum Set for Beginners,3.5,20.0
Inspirational Web Development - A Beginner Approach -,3.5,20.0
Credit Risk Analysis,3.5,20.0
Aprende a tocar el saxofón como siempre has querido,3.5,20.0
Leasing - A Comprehensive Study (Professional Course Level),3.5,20.0
Case studies on credit appraisal for bankers,3.5,20.0
Become a Career Day Trader: Asian-Pacific Futures Markets,3.5,20.0
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",3.5,20.0
誰でもわかる Adobe Illustrator CS5,3.5,20.0
"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",3.5,20.0
React for visual learners,3.5,20.0
Adobe Illustrator: Learn Easy Logo Design.,3.5,20.0
誰でもわかる Adobe Photoshop CS5,3.5,20.0
How to Create Vector Characters in Illustrator or Photoshop,3.5,25.0
Learn Bootstrap And Make Responsive Websites,3.5,25.0
JavaScript with BackboneJS and Bootstrap CSS - Advanced,3.5,25.0
FastTrack to Stock Trading Strategies,3.5,25.0
Introduction to Small Business Accounting Training Tutorial,3.5,25.0
Working Capital Management for CA / CFA / CPA Exams,3.5,25.0
Learn How To Play 25 Classic Hip Hop Songs Ch.2,3.5,25.0
Cómo Diseñar Logos,3.5,25.0
Learn ASP.Net Web API 2 for Absolute Beginner,3.5,30.0
Complete Digital Painting Training with Corel Painter,3.5,30.0
Adobe InDesign CC Advanced,3.5,30.0
Bootstrap 4 Beginners: Code a Responsive Landing Page,3.5,30.0
Wealth Management,3.5,30.0
Jews Harp - Advanced course,3.5,30.0
The Fun and Effective Piano Course,3.5,30.0
Adobe Illustrator in Under 10: Fast info at your Fingertips!,3.5,30.0
Contabilidad Gubernamental en México,3.5,30.0
CSS Tutorial For Beginners: Style Your Wordpress Templates,3.5,35.0
First Steps to Trading the Forexmarkets : Technical Analysis,3.5,35.0
Photoshop isn't like what you imagine A to Z .,3.5,35.0
Aprende a Tocar Teclado - Piano,3.5,35.0
Stock Market for Beginners. Learn to trade,3.5,35.0
Piano With Willie: Basics of Improvisation,3.5,40.0
Painless Piano!,3.5,40.0
31 Day Guitar Challenge,3.5,40.0
Web Development with BootStrap - 16 Instant Themes Included!,3.5,40.0
The Investment Banking Recruitment Series,3.5,40.0
Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,3.5,40.0
Play all major scales by ear - no notation required!,3.5,40.0
Bootstrap 3 -> Profitable WordPress Theme Development!,3.5,40.0
Piano With Willie: Jazz Kids - Vol 4,3.5,40.0
Accounting - Basic Costing ,3.5,40.0
Learn to Build Web Apps using D3JS,3.5,40.0
Le basi del trading online,3.5,45.0
Estruturação Financeira,3.5,45.0
Learn 10 Scottish Tunes Piano Easy Level,3.5,45.0
Create Awesome Ebook Covers Using Microsoft Word,3.5,45.0
Introduction to Coding with Ruby,3.5,45.0
TRADING MARKET MAP,3.5,45.0
JSON in Action: Build JSON-Based Applications,3.5,50.0
Coach Guitar - Amazing New Way To Learn Guitar With Colors,3.5,50.0
Codeless Website Development with Adobe Muse,3.5,50.0
Design Business Card in Photoshop: Earn Money by Doing It,3.5,50.0
Ultimate Stock Market Investing: Learn How to Value Stocks,3.5,50.0
Learn Financial Modeling from Scratch - Part 2,3.5,50.0
Create and Deploy a Web App in 3 Hours,3.5,50.0
Aprende a tocar ritmos latinos en el teclado,3.5,50.0
Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,3.5,50.0
ACCA FA1 Recording Financial Transactions,3.5,50.0
Build Websites from Scratch with Squarespace,3.5,50.0
Create a MEAN App by Example - Full Stack Course,3.5,50.0
Mortgage Backed Securities,3.5,50.0
PHP Development with the Laravel Framework,3.5,50.0
Learn Financial Modeling from Scratch - Part1,3.5,50.0
Aprende a tocar el acordeón de botones,3.5,50.0
How To Make Money With A Cover Band,3.5,50.0
Basel II,3.5,50.0
"Aprende a tocar percusiones: congas, bongós, maracas y más",3.5,50.0
Advance Technical Analysis,3.5,50.0
Beginner Guitar Lessons by Paul Gronow,3.5,50.0
Aprende todos los secretos de la guitarra flamenca,3.5,50.0
Master ExpressJS to Build Web Apps with NodeJS&JavaScript,3.5,50.0
Aprende a tocar el bajo eléctrico ,3.5,50.0
How to Read a Balance Sheet,3.5,50.0
WordPress Basics to Business: Share and Sell your Expertise,3.5,50.0
Interest Rate Swaps,3.5,50.0
ACCA MA1 Management Information,3.5,50.0
IFRS Financial Reporting,3.5,55.0
HTML & CSS - Learn to build sleek websites ,3.5,55.0
Learn Drupal 8 - With a Live Project,3.5,55.0
Learn the Basics of Programming for Marketers,3.5,55.0
Google Blogger Course,3.5,60.0
HTTP Clients with Laravel: Use and Consume Services and APIs,3.5,65.0
"Financial Analysis, from Scratch to Professional!",3.5,65.0
Piano From Zero To Pro - Beginner Essentials To The Piano,3.5,70.0
AJAX : Let's build a COOL project,3.5,70.0
Bring your sketch to life - learn digital illustration,3.5,70.0
CORSO COMPLETO DI E-ON VUE X-STREAM PER TUTTI,3.5,70.0
Learn Python and Django: Payment Processing,3.5,70.0
Learning Photoshop CC 2014 in Egyptian Arabic ,3.5,70.0
Sketch 3 from A to Z: Become an App Designer,3.5,75.0
PHP Essential How to create build Amazing websites with PHP,3.5,75.0
Investment Banking: How to Land a Job on Wall Street,3.5,75.0
Trading mit kleinen Konten - Grundlagen die du kennen musst,3.5,80.0
Mastering Magento,3.5,85.0
Introduction to QGIS Python Programming,3.5,85.0
Getting Started with Magento,3.5,85.0
How to Copy the Best Traders on Etoro,3.5,90.0
Core HTML How to get online quickly HTML to HTML5 ,3.5,90.0
Photoshop CC 2017 Full Course,3.5,90.0
Master Typescript : Learn Typescript from scratch,3.5,95.0
The Sass Course! Learn Sass for Real-World Websites,3.5,95.0
Graphic Design Masterclass: Learn Graphic Design in Projects,3.5,95.0
Joomla for Beginners - Learn how to build a website with CMS,3.5,95.0
Learn by Doing: Vue JS 2.0 the Right Way,3.5,95.0
JavaScript Design Patterns: 20 Patterns for Expert Code,3.5,95.0
Learn OAuth 2.0 - Get started as an API Security Expert,3.5,95.0
Amazon s3 Mastery - THE How-To' Guides For Amazon S3,3.5,95.0
Trend Following Stocks: A Complete Trading System,3.5,95.0
Aprendiendo Piano: Tocando piezas populares Vol.I,3.5,100.0
FOREX TRADING - Learn in a quick + profitable way + support,3.5,100.0
Corporate Ethics,3.5,100.0
PHP Specialist (2017 Edition),3.5,100.0
Canvas image Creator HTML5 JavaScript project from Scratch,3.5,100.0
Be a Bootstrap Developer from scratch,3.5,100.0
Javascript for Beginners Learn by Doing Practical Exercises,3.5,100.0
Get Piano Skills TODAY!!! ,3.5,100.0
PHP For Beginners : Learn PHP From Scratch!,3.5,100.0
Learn HTML5 Canvas for beginners,3.5,100.0
Web Programming Course : Asp.Net MVC,3.5,100.0
Excel Crash Course: Master Excel for Financial Analysis,3.5,105.0
JavaScript - Become Higly Paid Front End Developer,3.5,105.0
JavaScript Complete for beginners with real world Apps,3.5,120.0
How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,3.5,125.0
Master Riot: Learn Riot.js from Scratch,3.5,125.0
Building Data Visualizations with D3 and Angular 2,3.5,125.0
Build Complex Express Sites with Redis and Socket IO,3.5,125.0
Photoshop | GIMP: Quick & Easy Image Hacks for Beginners,3.5,135.0
"Build A Web App with VueJS, Spring Framework and MongoDB",3.5,145.0
Build Professional WordPress Website,3.5,145.0
Forex Trading: Comprehensive & Concise Forex Trading Course,3.5,160.0
HTML CSS JavaScript: Most popular ways to code HTML CSS JS,3.5,170.0
"Build, Grow, and Protect Your Assets: A Step-by-Step Guide",3.5,195.0
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,3.5,195.0
Life Coach Business Basics: Finance and Operations,3.5,195.0
TRADING FOR A LIVING: Trading Full-Time Transition Guide,3.5,195.0
Ethereum Developer: Build A Decentralised Blockchain App,3.5,195.0
"Mastering 'Native CSS Shapes To Build Modern Web Pages""",3.5,195.0
MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,3.5,195.0
The Complete Wordpress Course - Build Your Own Website Today,3.5,195.0
Supreme NodeJS Course - For Beginners,3.5,200.0
Build A Career In Forex Trading- Learn Fundamental Analysis,3.5,200.0
Advanced Javascript,3.5,200.0
How I Make Consistent Returns Trading Options,3.5,200.0
"RSI, Options Trading & Technical Analysis (3 Course Bundle)",3.5,200.0
The Passive Investing Blueprint - Build Wealth Passively,3.5,200.0
Le basi del Trading,3.5,200.0
Forex Trading using professional indicators by TOP traders,3.5,200.0
Canva Graphics Design for Entrepreneurs - Design 11 Projects,3.5,200.0
Web Design for Web Developers: Build Beautiful Websites!,3.0,0.0
Joomla 3 - The Basics,3.0,0.0
Play Piano in 30 Days! - Start Playing NOW!,3.0,0.0
Learn Wave accounting to maintain books properly,3.0,0.0
Bootstrap 4 Quick Start: Code Modern Responsive Websites,3.0,0.0
Master the Basics of HTML5 & CSS3: Beginner Web Development,3.0,0.0
How to Make a Wordpress Website 2017,3.0,0.0
Simple And Easy: Wordpress For Beginners,3.0,0.0
"IAS 16-Property,Plant and Equipment ",3.0,0.0
Drums for Beginners,3.0,0.0
Build Your First Website in 1 Week with HTML5 and CSS3,3.0,0.0
Learn HTML Basics From Scratch,3.0,0.0
Cómo crear maquetas con Adobe XD,3.0,0.0
HTML and CSS for Absolute Beginners,3.0,0.0
Crash Course on Cost of Capital and Capital Structuring,3.0,0.0
Surviving Introduction to Finance,3.0,0.0
The Beginner's Guide to the Futures and Options Trading,3.0,0.0
Sass Workflow,3.0,0.0
Mastering Basic CSS Selectors.,3.0,0.0
AngularJS For Beginners,3.0,0.0
Learn ASP NET MVC 5 step by step,3.0,20.0
How to Create a Wordpress Website from Scratch - No Coding,3.0,20.0
"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",3.0,20.0
AJAX Development,3.0,20.0
Easy Market Profits: 3 Step Stock Investing Strategy,3.0,20.0
Pixelmator - Create Vector Graphics From Scratch,3.0,20.0
Angular 2 - Superheroic Framework,3.0,20.0
Mind-Blowing Photoshop: Master Skills Season 1,3.0,20.0
"Fixed Income Valuation and Analysis, CFA L2",3.0,20.0
Photoshop in Ease: Create World Amazing  Graphic Designs,3.0,20.0
Ilustración de la A a la Z,3.0,20.0
Introduction to GIMP 2.8: Tutorials for Beginners,3.0,20.0
Small Business Owners: Drive a Productive Business and Grow,3.0,20.0
Building a Website With Jekyll,3.0,20.0
HTML Tutorials : HTML Code for Website Creating,3.0,20.0
Comprehensive JavaScript Programming,3.0,20.0
All in one HTML CSS and JQuery,3.0,20.0
Introduction to Web Development: HTML,3.0,20.0
Curso de Guitarra para Principiantes,3.0,20.0
こどもギターレッスン　リトルギタリストⅠ,3.0,20.0
Estrategias de Inversión aplicadas al mundo del trading,3.0,20.0
"Aprende a tocar jazz, salsa y blues en el piano",3.0,20.0
Fundamentals of Accounting,3.0,20.0
Hands On Guitar: Beyond Beginner,3.0,20.0
Java Web Services Part 2,3.0,20.0
Pic Monkey for Beginners - Graphic Design and Photo Editing,3.0,20.0
Get a Credit Repair Publication On Amazon and Live LIFE..,3.0,20.0
GUITAR #1: Beginner Basics and Beyond,3.0,20.0
iPhone icons in iOS7 - learn flat design,3.0,20.0
Learn and Master the Basics of Finance,3.0,20.0
Triple P Trading Course,3.0,20.0
Master Finance in Three Hours,3.0,20.0
誰でもわかる Adobe Illustrator CS6,3.0,20.0
Debt Collection Management: Get Paid On Time EVERY TIME!,3.0,20.0
"Trade Stocks, Forex & Financial Markets like a Professional",3.0,20.0
Javascript for Beginners,3.0,20.0
Learn Oud 2,3.0,20.0
Fingerpicking for Guitar,3.0,20.0
Learn Bookkeeping From Scratch,3.0,20.0
How To Make Professional eBook Covers For FREE,3.0,20.0
Laravel(5.2) PHP Framework  Jump Start for beginners,3.0,20.0
Ratio analysis for bankers and credit analysts,3.0,20.0
Build Powerful Websites & Blogs using WordPress - No Coding,3.0,20.0
Piano Improvisation from Day One,3.0,20.0
Practical Accounts APP Overview,3.0,20.0
Creación de iconos con Illustrator,3.0,20.0
Byte-Sized-Chunks: Dynamic Prototypes in Javascript,3.0,20.0
Five steps to becoming a winner in stock investing,3.0,20.0
Forex trading with binary options,3.0,25.0
LaTeX for Professional Publications,3.0,25.0
Your Business by the Numbers,3.0,25.0
Traditional-Style Electric Blues Guitar For Beginners,3.0,25.0
Piano Lessons for Beginners Made Easy,3.0,25.0
Revealed: Profitable Principles of Successful Traders ,3.0,25.0
Drawing in Perspective,3.0,25.0
WordPress Plugins Treasure Chest,3.0,25.0
Big Data and Apache Hadoop for Developers - Fundamentals,3.0,30.0
Learn Logo Designing: 5 Types of Logo Designs in Illustrator,3.0,30.0
なぞるだけですぐできる! 簡単手描きイラスト講座,3.0,30.0
Business Accounts For Managers,3.0,30.0
【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,3.0,30.0
15  Motion Graphic Elements in After Effect (Series 2),3.0,30.0
Photoshop para iniciante - o básico,3.0,30.0
Financial Statement Fundamentals for Small Biz & Investors,3.0,30.0
Docker Technologies for DevOps and Developers,3.0,30.0
Excel Dashboard - Interactive Excel Dashboard and Charts,3.0,30.0
Bluegrass Guitar Essentials: Webisodes 5 & 6,3.0,30.0
"YOU can Draw, Shade and Paint a Mixed Media Girl...today!",3.0,30.0
Understand Banks & Financial Markets ,3.0,30.0
Create full featured Landing Page in Ruby on Rails in 3 hour,3.0,30.0
Precificação - Calculando valor de venda baseado nos custos,3.0,35.0
"Become a Graphic Designer, and earn a living from it",3.0,35.0
Cajon Step-by-Step: Beginner > Intermediate > Advanced,3.0,35.0
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",3.0,35.0
Mike G's Beginner Drum Course: Part 1,3.0,35.0
Guitar Lessons - 50 Essential Fast Legato Licks,3.0,35.0
Didgeridoo - from zero to HERO! Part One - beginning,3.0,35.0
Level 1 2014 CFA® Program – Corporate Finance,3.0,40.0
Financial Statements: Learn Accounting. Unlock the Numbers.,3.0,40.0
Beginner Guitar - 38 Easy Lessons You Needs to Get Started,3.0,40.0
Piano With Willie: Jazz Kids - Vol 2,3.0,40.0
Piano With Willie: Jazz Kids - Vol 3,3.0,40.0
Kostenrechnung lernen leicht gemacht,3.0,40.0
How To Make A Wordpress Website 2017 - Divi Theme Tutorial,3.0,40.0
Learn Redis from Scratch,3.0,40.0
How to Become an Accountant from scratch!,3.0,40.0
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",3.0,45.0
Technical Analysis: Understanding Price Action,3.0,45.0
Accounting 1 Simplified for You,3.0,45.0
Total beginner to intermediate guitar - Learn to play by ear,3.0,45.0
Aprende a tocar flauta transversal sin complicaciones,3.0,50.0
PHP : Learn to upload files to Amazon S3 and use CloudFront,3.0,50.0
French Horn Solos: Learn how to Perform Three Fun Pieces!,3.0,50.0
Learning Bootstrap 3 - Tutorial From Infinite Skills,3.0,50.0
Accounting Made Easy 2,3.0,50.0
Quantitative Aptitude for Banking & Competitive Examinations,3.0,50.0
Learn Web Animation the Easy Way: An Intro to SVG and GSAP,3.0,50.0
Aprende cómo tocar el Bajo Sexto,3.0,50.0
Aprende a tocar la trompeta,3.0,50.0
Back 2 The Basics,3.0,50.0
Master all PHP ideas 2017 to build any project,3.0,50.0
Building a eCommerce Startup in 4 Hours [Livestream],3.0,50.0
Create a Responsive Website with Bootstrap 3,3.0,50.0
