course_title,content_duration,price
Analysis of Company Financial Statements,1.5,20.0
Learn to trade Candlestick Patterns,1.5,20.0
ビットコイン生態系｜既存通貨が主役をやめる日,1.5,20.0
After Effects - Alles rund um das Tracking,1.5,20.0
Tin Whistle Básico,1.5,20.0
Build a file hosting/sharing site in less than 2 hours ,1.5,20.0
Design and Animate a Gamer UI,1.5,20.0
Financial Translation,1.5,20.0
Creating a Responsive HTML Email,1.5,20.0
"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",1.5,20.0
Fingerpicking Fundamentals,1.5,20.0
Financial modeling: Build a DCF equity valuation model,1.5,20.0
Introduction to Lead Guitar,1.5,20.0
CFA Level I Workshop 4: Fixed Income and Equity,1.5,20.0
Bitesize Bookkeeping for busy people,1.5,20.0
Introduction to Financial Statement Analysis,1.5,20.0
初めてのiDraw入門,1.5,20.0
Learn to Play Sweet Child of Mine,1.5,20.0
Accounting Books of Accounts (College Level),1.5,20.0
Financial Modeling - Facebook Case Study,1.5,25.0
Create a Website Similar to Facebook from Scratch!,1.5,25.0
How To Create Amazing YouTube Custom Thumbnail Images,1.5,25.0
Business Banking 101,1.5,25.0
Circular Breathing for musicians - practical skills,1.5,25.0
Introduction to Financial Consolidation under IFRS,1.5,25.0
Learn Advanced Photoshop Selections,1.5,25.0
Master Graphic Design Using Photoshop with Rachael,1.5,25.0
Getting Started with LESS - Beginner Crash Course,1.5,25.0
Basics of Economics (College Level),1.5,25.0
A Complete Laravel basics from beginner to expert,1.5,25.0
Typographic Logos: Typography and Lettering for Logo Design,1.5,25.0
Accounting Basics in 66 Minutes (absolutely for beginners),1.5,25.0
Learn Express,1.5,25.0
Aprende a hacer paper trading (simulación) con Ninja Trader,1.5,25.0
Photoshop Learn Concept Art Manipulation,1.5,25.0
Accounting for Deferred Taxes (Professional Course Level),1.5,25.0
Learn PHP from scratch!!,1.5,25.0
How to Read Financial Statements:  Build Financial Literacy.,1.5,25.0
≪虎の巻≫証券取引の「税金のお悩み」解消,1.5,25.0
"Learn Gulp, The Streaming Build System",1.5,25.0
Old-Time Banjo for the Absolute Beginner,1.5,25.0
Discover Classical Guitar Level 1,1.5,25.0
Fund Flow Analysis for CA / CFA / CPA Exams,1.5,25.0
3 step formula for playing guitar by ear,1.5,25.0
Build Modern Websites Super Fast,1.5,25.0
How to Grow your Small Business and not run out of Cash,1.5,25.0
"'Geometry Of Chance strategy of defeating the roulette.""",1.5,30.0
Teaching Music : Start teaching an instrument successfully.,1.5,30.0
How to invest in Russian equity market,1.5,30.0
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",1.5,30.0
Ninja Chord Changes - Master your guitar chord changes,1.5,30.0
Web Application Development - Learn by Building 3 Web Apps,1.5,30.0
Financial Management Risk and Return For Securities,1.5,30.0
Adobe Illustrator For Beginners: Design A Typographic Logo,1.5,30.0
Complete Guide to Business Loans,1.5,30.0
Graphicriver Autor – Verkaufe deine Designs online,1.5,30.0
Enseñando música: mejora tus clases de instrumento ,1.5,30.0
Introducción a las Finanzas,1.5,30.0
Accounting for School Students,1.5,30.0
How To Play The Cajon: For Beginners,1.5,30.0
FingerstyleGuitar by Jacques Stotzem - Basic Level,1.5,30.0
Photoshop: Automatiza invitaciones con bloc de notas y Excel,1.5,30.0
How To Crowdfund,1.5,30.0
Set up a localhost Web Server for Faster Website Development,1.5,30.0
Ahora aprende a tocar jazz en el piano,1.5,30.0
Digital Illustration: Make A Custom Character Illustration,1.5,30.0
Adobe Illustrator CC Advanced,1.5,30.0
How to Create Kindle & Ebook Covers with Canva,1.5,30.0
Learn the Basics of the Wave Principle:,1.5,30.0
Create Flat Designs with Inkscape ,1.5,30.0
Simple Options Trading System,1.5,35.0
Professional Bookkeeping & Accounting 1: Sales & Purchases,1.5,35.0
InDesign Basics for Beginners: Learn InDesign Quickly,1.5,35.0
Guitar Lessons - Sweep Picking Arpeggio Essentials,1.5,35.0
Custom Theme Creation for WordPress using HTML5 and CSS3,1.5,35.0
Drawing and paint  hot girl with photoshop,1.5,35.0
Guitar Lessons - Two Handed Tapping Essentials,1.5,35.0
The Theory & Practice of Modes on the Guitar,1.5,35.0
Awaken the Accountant in You | Master the Accounting Basics,1.5,35.0
#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,1.5,35.0
Do Your Own Accounts,1.5,35.0
How to play easy tunes on the harmonica - just the basics,1.5,35.0
"How to Fix Common Branding Mistakes, for Graphic Designers",1.5,35.0
Learning Electric Guitar for Absolute Beginners,1.5,35.0
Guitar Lessons - Economy Picking Essentials,1.5,35.0
How to draw professional manga artwork by Punix,1.5,35.0
Funk Rhythm Guitar Techniques,1.5,35.0
Didgeridoo - from zero to HERO! Part Three. Advanced level.,1.5,35.0
Aprendiendo piano: Lectura de piezas clásicas Vol.II,1.5,40.0
Piano With Willie: Piano Chords Vol. 2,1.5,40.0
Christmas Piano Songs For The Very Beginner Vol. I,1.5,40.0
Piano With Willie Building Technique with Scales Vol. 3,1.5,40.0
Coding Made Easy: HTML & CSS For Beginners,1.5,40.0
Piano With Willie Building Technique with Scales Vol. 1,1.5,40.0
Learn Travis Picking From Scratch,1.5,40.0
Introduction to Financial Statements,1.5,40.0
Getting Started with HTML,1.5,40.0
Learn Ruby on Rails: Stripe Payment Processing,1.5,40.0
Complete Beginners Introduction to Guitar,1.5,40.0
Curso de Teclado,1.5,40.0
Instant Harmonica - play Leonard Cohen's Hallelujah now!,1.5,40.0
Instant Harmonica - play Summertime + Drunken Sailor now!,1.5,40.0
Improvise On The Piano In 30 Minutes,1.5,40.0
Instant Harmonica - play Star Wars + the Lion Sleeps now!,1.5,40.0
Instant Harmonica - play Dylan's Like a Rolling Stone now!,1.5,40.0
Piano With Willie Building Technique with Scales Vol. 4,1.5,40.0
Saxophone Essentials: Beginners Course,1.5,40.0
PHP Date and Time Course by Edwin Diaz,1.5,40.0
Piano Playing: Reading and Playing Classical Tunes Vol.II,1.5,40.0
A-Frame WebVR Programming Tutorial Series (Virtual Reality),1.5,40.0
Effective Debt Collection Strategies,1.5,40.0
Instant Harmonica - play Over the Rainbow + Skye Boat now!,1.5,40.0
Technical Trading and Investing Made Easy,1.5,40.0
Lettering,1.5,40.0
Instant Harmonica - play the cool tune Dirty Old Town now!,1.5,40.0
Trading Intradiario basado en Precio y Volumen,1.5,40.0
Sevillanas con Castañuelas - Baile y toque al mismo tiempo,1.5,40.0
Instant Harmonica - play Amazing Grace + Ode to Joy now!,1.5,40.0
Investments and Financial Markets,1.5,40.0
Technical Analysis tools for Stocks and Options trading,1.5,40.0
Instant Harmonica - play Christmas + Birthday songs now!,1.5,40.0
Técnicas Photoshop: Reformar Campo de golf,1.5,40.0
Getting the Life of an Instructional Designer,1.5,40.0
How To Build A Professional Djembe: Create Music Beauty &Biz,1.5,40.0
Piano With Willie Building Technique with Scales Vol. 2,1.5,40.0
Instant Harmonica - play Blowing in the Wind + Popeye theme!,1.5,40.0
Bootstrap 4.0 New Features: Build Responsive Website,1.5,40.0
Crowdfunding to Win,1.5,40.0
High performance Stock Trading using key Options techniques,1.5,40.0
The Fundamentals Of Finance For Non-Finance Professionals,1.5,40.0
Guitar Looper Basic Training,1.5,45.0
Introduction To Data Analytics Using Microsoft Power BI,1.5,45.0
CAGED Pentatonic System for Guitar - Level 2,1.5,45.0
MQL5 - Beginner To Expert,1.5,45.0
Charting for Beginners 101: Technical Analysis Demystified,1.5,45.0
CAGED Pentatonic System for Guitar - Level 3,1.5,45.0
PHP :basics for beginners,1.5,45.0
CAGED Pentatonic System for Guitar - Level 1,1.5,45.0
Typographic Poster Design - From Sketch to Vector,1.5,45.0
Professional Forex strategy,1.5,50.0
Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,1.5,50.0
Intro to Financial Statement Audits,1.5,50.0
Play Piano 4: Improvise on popular song Yesterday chords,1.5,50.0
PHP - Send and Receive Mobile Text Messages (SMS),1.5,50.0
Piano Building Blocks: Learn the 24 Most Common Chords,1.5,50.0
Aprende a tocar la guitarra,1.5,50.0
Play Piano 7: Improvise on For All We Know in F Key by Ear,1.5,50.0
Percussive Fingerstyle Guitar,1.5,50.0
Create Beautiful Compelling Social Media Banners With Canva,1.5,50.0
Learn PHP from Scratch,1.5,50.0
Core Financial Statement Concepts,1.5,50.0
Design your own Social Media Logo Icons in Adobe Illustrator,1.5,50.0
Modal Theory for Guitar (Guitar Lessons from Lutz Academy),1.5,50.0
Play Piano 6 -Improvise on The Way We Were with Power Chords,1.5,50.0
A new approach to piano and playing songs for beginners,1.5,50.0
The Fast Route to a Faster Financial Close,1.5,50.0
Aprendiendo piano: Lectura de piezas clásicas Vol.I,1.5,50.0
Drum Lessons For Beginners,1.5,50.0
Aprende escalas y arpegios  Vol. I: Modo mayor,1.5,50.0
Learn to play your favorite guitar songs by ear,1.5,50.0
Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,1.5,50.0
Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,1.5,50.0
Keyboard Instruments - Read Sheet Music for Piano Fast!,1.5,50.0
The Cash Flow Statement - An Introduction,1.5,50.0
Blues Guitar Fundamentals,1.5,50.0
PHP with PDO - ULTIMATE Crash Course,1.5,50.0
Accounting for Beginners : Learn Basics in under 1 Hour,1.5,50.0
Play Piano 3: Improvise Chords to Enchanted Evening by Ear,1.5,50.0
Zombie Apocalypse Photoshop Actions,1.5,50.0
Infodesign,1.5,50.0
Slap Bass For Beginners,1.5,50.0
"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",1.5,50.0
The Complete Piano & Music Theory Beginners Course,1.5,50.0
Guitar Super System Level 2,1.5,50.0
How To Start Trading Penny Stocks In 10 Easy Steps 2017,1.5,50.0
CAGED System for Guitar (Guitar Lessons from Lutz Academy),1.5,50.0
Electric Bass for Busy Beginners Course 1,1.5,50.0
Trading Economic Indicators - Complete Trading System,1.5,50.0
Forex: Presentation and  Analysis (Fundamental & Technical),1.5,50.0
Introducing Ionic 2,1.5,50.0
Blues Bass - Quick Start Guide,1.5,50.0
Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,1.5,50.0
Bank Financial Management A Comprehensive Study,1.5,50.0
Country Guitar Fundamentals,1.5,50.0
Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,1.5,50.0
The Circle of Fifths for Guitarists,1.5,50.0
Guitar Lessons : Rock Guitar in 1 Day!,1.5,50.0
Drumming 101: The Essential Elements,1.5,50.0
7 Deadly Mistakes of Investing that Will Slash Your Profits!,1.5,50.0
Explosão Pentatônica,1.5,55.0
Trading Biotech Stocks - Understanding the Healthcare Sector,1.5,55.0
Fun Beginner Ukulele Course,1.5,55.0
GRUNT js: Automate web development tasks and save your time,1.5,55.0
Guitar - Learn 10 Legendary Chord Progressions for Guitar,1.5,55.0
Learn Piano Online-Nocturnal Piano Solo,1.5,60.0
Breakout Patterns Workshop by Pattern Trader,1.5,60.0
Financial Accounting For Beginners,1.5,60.0
Learn Sketch 3 Mobile App Design From Scratch,1.5,60.0
Guitar Solo - Theory and Improvisation Lessons,1.5,60.0
Straddles and Strangles - Volatility moves in any direction,1.5,60.0
Curso de ejercicios técnicos al piano Vol.1,1.5,60.0
How to Safely Copy and Move Your WordPress Website,1.5,60.0
The Basics Of Volume Analysis,1.5,60.0
Practical Guitar Theory: Level 1,1.5,60.0
WordPress Security - The Ultimate Security Guide,1.5,60.0
"Learn SVG Animation - With HTML, CSS & Javascript",1.5,65.0
JavaScript For Absolute Beginners - Level One,1.5,65.0
Curso de Violão Prático,1.5,70.0
Redux in Angular (2 and 4+),1.5,70.0
Bookkeeping Made Easy,1.5,70.0
JavaScript Tricks how to create code projects from scratch,1.5,75.0
Learn How To Play The Trumpet,1.5,75.0
Learn Global Macro Trading & Investing for Retail Investor,1.5,75.0
Typografie - Die besten Schriftarten im Geschäftsalltag,1.5,75.0
Get Results - Core Principles of Web Development Tricks Tips,1.5,75.0
Responsive Design with NEW Materialize,1.5,75.0
#12 Hand Coordination: Let your Hands dance with Ballad 9,1.5,75.0
Short Selling: Learn To Sell Stocks Before The Fall,1.5,75.0
The Allman Brothers Guitar Roots And Techniques,1.5,75.0
Typography 101: Picking the Right Fonts for Business Success,1.5,75.0
Create a Website from Scratch using HTML CSS step by step,1.5,75.0
Benefits of Thinking Mobile First Future of Website Design,1.5,75.0
Proven Methods In Trading Candlestick Patterns,1.5,75.0
Javascript for beginners,1.5,75.0
Discover HTML Essential guide to HTML how to create webpages,1.5,85.0
Business Analysis:  Working with Use Cases,1.5,90.0
JavaScript Introduction to Object Oriented JavaScript,1.5,90.0
"Earn Big Profits With Web Development, Simple and Easy!",1.5,90.0
The Art of Icon Design: Create Custom Flat Icon Designs,1.5,90.0
Forex Trading - Learn An Effective Forex Trading Strategy,1.5,95.0
Matemática Financeira de um jeito fácil,1.5,95.0
Most Wanted Flat Design Techniques #2: Hipster Businessman,1.5,95.0
Accounting 101: Learn Business Finance Forecasting in 60mins,1.5,95.0
Option Trading for Rookies: The Covered Call Option Strategy,1.5,95.0
FLAT ICON DESIGN IN POWERPOINT,1.5,95.0
Design & Create Text Logos in Adobe Photoshop CS5,1.5,95.0
JavaScript Basics Web Development Building Blocks,1.5,95.0
Wordpress Backup & Restore,1.5,95.0
Stock Market Leverage: How to Start Trading Options Wisely,1.5,95.0
Mastering AngularJS UI Development,1.5,95.0
Superb jQuery Course - Become Certified jQuery Developer,1.5,95.0
Create Beautiful Music On The Piano Like a Pro In Minutes,1.5,95.0
Adobe Illustrator: Create a Quick & Easy Unique Illustration,1.5,95.0
Forex Trading :RSI Indicator-A Secret Weapon,1.5,95.0
How to Make Your Own Children's Interactive eBook!,1.5,95.0
Basic Excel for Basic Bookkeeping and Accounting,1.5,95.0
Accounting Made Easy: A Quick Guide to Financial Accounting,1.5,95.0
JavaScript project Learn to create a memory Game and more,1.5,95.0
Day Trading - Learn to Day Trade / Swing Trade In One Hour.,1.5,95.0
EFT for Stock Options Trading Success & Making Better Trades,1.5,95.0
Build Your Own Membership Website With Joomla,1.5,95.0
7 Secrets To Designing In Black and White,1.5,100.0
Hit the ground running with AngularJS with Dion Yang,1.5,100.0
Forex trading made simple,1.5,100.0
Diseño impreso - Preimpresión para offset en Illustrator,1.5,100.0
Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,1.5,100.0
An Intro into Trading the Financial Markets,1.5,100.0
Bitcoin Profits for Beginners,1.5,100.0
Aprendiendo Piano: Tocando piezas populares Vol.II,1.5,100.0
Workshop on Banking Credit Analysis Process,1.5,100.0
"Illustrator para criação de peças gráficas, Design Gráfico",1.5,100.0
CPA 101: How To Master Affiliate Marketing In No Time,1.5,100.0
JavaScript Step by Step how to apply it to your web pages,1.5,100.0
Learn Blender 3D  - The introduction course,1.5,100.0
Photoshop - Tratamento de pele profissional,1.5,100.0
Financial Market Environment & Investment Strategies,1.5,105.0
PHP: Ultimate guide to PHP for everyone,1.5,115.0
How to Trade Forex like a Hedge Fund: Long FX Strategies,1.5,115.0
Wordpress Development : Create a Custom Wordpress Website,1.5,120.0
How To Build A Facebook Messenger Chat Bot From Scratch,1.5,120.0
"Piano: Learn 48 chords in 1 hour,  and always remember how",1.5,120.0
How to manage your own VPS and create websites,1.5,120.0
Star Rating Project AJAX with JSON response from PHP MySQL,1.5,120.0
What You Should Know to Become a Trader,1.5,125.0
Inversión: Fundamentos del Trading para Principiantes,1.5,125.0
How to Win 97% of Your Options Trades,1.5,125.0
Essentials of Spring 5.0 for Developers,1.5,125.0
Aprende a invertir sin capital,1.5,130.0
HTML 5: How I made websites in HTML5,1.5,135.0
Trading: Basics of Trading for Beginners,1.5,140.0
Option Trading: How to Adjust Delta-Neutral Strangles!,1.5,145.0
Option Trading - How To Earn If You Can't Predict The Market,1.5,145.0
Trading News Using Binary Options,1.5,145.0
Curso Completo de Opciones Binarias: Estrategias 90% Acierto,1.5,145.0
Successful website creation - everything you need to know,1.5,150.0
Financial Planning & Analysis: Building a Company's Budget,1.5,150.0
Playing Piano:  Popular Pieces Vol. II,1.5,150.0
Learn Basic Concepts of Economics Step by Step - Complete,1.5,150.0
JavaScript in Action JavaScript Projects,1.5,150.0
Typographic Logo Design in Illustrator - Beginners & Beyond,1.5,150.0
Торговля дельта-нейтральными стренглами,1.5,150.0
Learn to use JSON,1.5,150.0
JavaScript Basics for Beginners Introduction to coding,1.5,150.0
Basics of Economics For Beginners A to Z - A Complete Course,1.5,170.0
Adobe Illustrator For Everyone: Create Detailed Vector Image,1.5,185.0
How to Create a Website Without Coding - WordPress 2016,1.5,195.0
PHP Fundamentals - Start Earning The Top Dollars You Deserve,1.5,195.0
Tax Strategies of the Wealthy,1.5,195.0
Profitable binary option trading strategy,1.5,195.0
Expert Retina / HiDPI Graphics in Photoshop & Illustrator,1.5,195.0
Adobe Illustrator CC 2017 for beginners,1.5,195.0
Algorithmic futures trading - Investing with no experience,1.5,195.0
CSS3 for beginners,1.5,195.0
How To Make Graphics For A Website,1.5,200.0
Simple Linear Regression Analysis ( A Complete Course ),1.5,200.0
Getting started with JavaScript,1.5,200.0
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),1.5,200.0
Learn JSON for beginners with JavaScript,1.5,200.0
The Complete Short Course on Ethereum,1.5,200.0
Trading Options Basics,1.5,200.0
Hedge Fund Trading Systems For Stocks - Part One,1.5,200.0
THE Forex Robot: Incredible ROI (Robot Included),1.5,200.0
Drumming Accelerator: How To Get The Best Start Possible,1.5,200.0
Wordpress Tutorial   ,1.5,200.0
Win 90% of Trades; Quantitative Investments Models in Excel,1.5,200.0
JSON Faster Sleeker & Easier Discover the benefits learn it,1.5,200.0
